0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 4, 6
0, 3, 7
0, 4, 6
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 5, 5
0, 4, 6
0, 5, 5
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 4, 6
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 4, 6
0, 3, 7
0, 4, 6
0, 5, 5
0, 6, 4
0, 5, 5
0, 4, 6
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 4, 6
0, 3, 7
0, 4, 6
0, 3, 7
0, 4, 6
0, 3, 7
0, 4, 6
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 4, 6
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 10, 0
0, 9, 1
0, 10, 0
0, 9, 1
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 7, 3
0, 6, 4
0, 5, 5
0, 4, 6
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 5, 5
0, 6, 4
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 7, 3
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 9, 1
0, 8, 2
0, 7, 3
0, 8, 2
0, 7, 3
0, 6, 4
0, 5, 5
0, 4, 6
0, 5, 5
0, 4, 6
0, 5, 5
0, 4, 6
0, 3, 7
0, 2, 8
0, 1, 9
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 10
>>>>>>> FETCH_HEAD
